,a,b,c,d,e
72,0.41712254911769997,0.5061671493269193,0.22209275468783474,0.12156388961525333,0.1096573143662074
73,0.010666593835905402,0.23211423988285262,0.8442837879474401,0.15110467546290518,0.4729842201351735
74,0.3157170835653027,0.7758070842887481,0.7889327496175955,0.5377437905704947,0.5092055123608963
75,0.06484488278852107,0.8781005111226831,0.18123978149516873,0.24487206116062887,0.034153060350895825
76,0.44149832028176306,0.3794459665018274,0.12582406861251905,0.4840659093947455,0.5405795838719293
77,0.6960466019628512,0.7978499784649358,0.29686810036158984,0.984310923954308,0.7500793196070936
78,0.15797468040119644,0.04822071002344608,0.8950209816102709,0.1350984323629919,0.3961483277895803
79,0.7003721740398103,0.16143664340595343,0.9309206101167125,0.6026394728407068,0.30565249962160235
80,0.9613249164954127,0.3708956121557766,0.14289077865041033,0.34180903630511494,0.7473320367601101
81,0.16591110298073797,0.9333072308229006,0.529425221905146,0.5990224096910939,0.3949884789583904
82,0.02680042154805362,0.5953315118442644,0.7117682335256046,0.5390677803846607,0.30659118322820644
83,0.6602959828519513,0.1122692611179733,0.8639323445116691,0.8748418878769539,0.05667970541803535
84,0.5747641420446916,0.38618068306769693,0.39182266934664556,0.7204122286417765,0.5068935016073786
85,0.14324911182695532,0.16131197561922228,0.8449334155902424,0.954066839855381,0.5279982694629748
86,0.7794300084017943,0.3471717209610896,0.22234393726403467,0.1859519382592526,0.4541477079492484
87,0.6527592934804602,0.7727870700783026,0.6140301855396159,0.7782751176132702,0.3285256369817636
88,0.9604978934932985,0.6228757400042411,0.8141893477302038,0.11041551686532314,0.49937971361819
89,0.24576272823759648,0.526793241263935,0.796301250953189,0.1940949356813767,0.4822368819855386
90,0.22770866765205466,0.8085925379977568,0.6857000229435902,0.6138744996050172,0.06386058596073707
91,0.3672798892321355,0.3701750180981944,0.9292995781816243,0.22822431224969764,0.3980826895360511
92,0.3287636227068371,0.7620936745523155,0.41860846416628106,0.41784990474378503,0.2758846789276762
93,0.2302621640039425,0.7325241790123308,0.7704294167464493,0.9843701292431539,0.25143331559613225
94,0.6098711049883372,0.5493683185208867,0.711349037999876,0.04910262295672918,0.4089719723879506
95,0.4156021455506188,0.7534684180296585,0.657215620361719,0.34827054077319264,0.7450988488196505
96,0.9326381088026152,0.7583120713726348,0.017487992373204753,0.8804314349930985,0.18065713962094476
97,0.2064956598587231,0.8002551866134897,0.2991360875213652,0.5389198905926226,0.5962735310377987
98,0.2054324745611561,0.3358848780635669,0.6988089683290675,0.7194583068391963,0.3271564586286051
99,0.2545242417118285,0.9672685525815613,0.16138964691026902,0.36113297161839664,0.6931878107211776
